term,estimate,std.error,statistic,p.value,metadata_var,arg_gene,fdr
factor(age_1_5_years_5)2,1.600204889764354,4.023292984759446,0.3977351129599702,0.6910056503733434,age_1_5_years_5,adeL,0.6910056503733434
factor(age_5_10_years_5)2,4.335747847984769,3.517946339860882,1.2324656004151067,0.21838875688136813,age_5_10_years_5,adeL,0.21838875688136813
factor(age_10_18_years_5)2,5.761218705059915,3.445500899015165,1.6720990282448212,0.0951689205877455,age_10_18_years_5,adeL,0.0951689205877455
factor(age_1_5_years_6)2,-0.25769989880640254,3.6990194297083736,-0.06966708439991062,0.9444881461641143,age_1_5_years_6,adeL,0.9444881461641143
factor(age_5_10_years_6)2,-1.109326384115954,3.850420137482022,-0.2881052831916147,0.773392614250855,age_5_10_years_6,adeL,0.773392614250855
factor(age_10_18_years_6)2,-5.869189762566362,4.044009335167339,-1.4513294298128758,0.14735244548319254,age_10_18_years_6,adeL,0.14735244548319254
factor(age_1_5_years_7)2,-5.362167924483326,3.8517765006592004,-1.3921285213629695,0.16453904276631323,age_1_5_years_7,adeL,0.16453904276631323
factor(age_5_10_years_7)2,-0.7406688917725398,4.29942154506013,-0.17227175423715776,0.8632977291285086,age_5_10_years_7,adeL,0.8632977291285086
factor(age_10_18_years_7)2,0.48004361193616935,4.8529376496909835,0.09891814949791014,0.9212452537958513,age_10_18_years_7,adeL,0.9212452537958513
factor(age_1_5_years_8)2,5.413815296923975,3.9241506356345814,1.3796145458234932,0.1683599660037969,age_1_5_years_8,adeL,0.1683599660037969
factor(age_5_10_years_8)2,6.603080825081725,3.5595485032127927,1.8550332490544483,0.06421612458557102,age_5_10_years_8,adeL,0.06421612458557102
factor(age_10_18_years_8)2,5.324982137856905,3.546020649608191,1.501678265309954,0.13385316718318407,age_10_18_years_8,adeL,0.13385316718318407
factor(age_1_5_yers_9)2,0.02490028978264039,3.720799367210522,0.006692188243761206,0.9946632736649444,age_1_5_yers_9,adeL,0.9946632736649444
factor(age_5_10_years_9)2,4.069821764681031,3.6016524892638966,1.1299873535308282,0.25905545295997195,age_5_10_years_9,adeL,0.25905545295997195
factor(age_10_18_years_9)2,5.70093590666352,3.7283318477845517,1.5290848935700636,0.12691326700167394,age_10_18_years_9,adeL,0.12691326700167394
factor(age_1_5_years_10)2,2.1199736336829322,4.802917881730056,0.4413928544868849,0.6591307424375354,age_1_5_years_10,adeL,0.6591307424375354
factor(age_5_10_years_10)2,3.0390874184570125,3.780774362310482,0.8038267104096065,0.4219016980212814,age_5_10_years_10,adeL,0.4219016980212814
factor(age_10_18_years_10)2,4.306431604241125,3.875966088007954,1.1110601864048837,0.26710809012751513,age_10_18_years_10,adeL,0.26710809012751513
factor(age_1_5_years_11)2,2.0607729855529233,4.168325169634983,0.4943887296905351,0.6212621753660073,age_1_5_years_11,adeL,0.6212621753660073
factor(age_5_10_years_11)2,4.948734441084679,3.6664817188826833,1.3497229280043286,0.1777518376111531,age_5_10_years_11,adeL,0.1777518376111531
factor(age_10_18_years_11)2,7.8289205561559525,3.903381440055391,2.00567653363768,0.045461012126688995,age_10_18_years_11,adeL,0.045461012126688995
factor(age_1_5_years_12)2,5.249616259774623,3.379417963836048,1.553408402260984,0.12099582496575709,age_1_5_years_12,adeL,0.12099582496575709
factor(age_5_10_years_12)2,6.851760773905418,3.6888695632203556,1.8574147598550168,0.06387477978830688,age_5_10_years_12,adeL,0.06387477978830688
factor(age_10_18_years_12)2,5.8224629011791205,4.015314957861489,1.450063808762862,0.14770487528624257,age_10_18_years_12,adeL,0.14770487528624257
factor(breast_fed)2,-7.331819821304318,9.404258311742819,-0.7796276514596895,0.43600164304404565,breast_fed,PvrR,0.43600164304404565
factor(baby_food)2,12.274603525325015,11.419514404940179,1.074879639366707,0.2829812836555828,baby_food,PvrR,0.2829812836555828
factor(family_food)2,-12.512244466217988,18.612370705917815,-0.6722542046854736,0.5017522141650159,family_food,PvrR,0.5017522141650159
factor(age_4_12_months_3)2,25.358035401981347,9.087193776513887,2.7905243384948957,0.005475406683380951,age_4_12_months_3,PvrR,0.005475406683380951
factor(age_1_5_years_3)2,29.035673259012285,8.927445352460104,3.2524056001094452,0.0012262998117326582,age_1_5_years_3,PvrR,0.0012262998117326582
factor(age5_10_years_3)2,32.65708429446205,8.7441253708189155,3.734745661749771,2.108672798197138e-4,age5_10_years_3,PvrR,2.108672798197138e-4
factor(age_10_18_years_3)2,18.98927985540203,8.710568403673154,2.1800276371625134,0.029748778907725024,age_10_18_years_3,PvrR,0.029748778907725024
factor(age_1_5_years_5)2,8.792371909111859,9.475965084732511,0.9278603108487552,0.3539552652262319,age_1_5_years_5,PvrR,0.3539552652262319
factor(age_5_10_years_5)2,9.537076689869107,8.372277073455802,1.1391257845617995,0.25522848166634715,age_5_10_years_5,PvrR,0.25522848166634715
factor(age_10_18_years_5)2,10.836910108464114,8.21186893031444,1.3196642811064885,0.18758820508189766,age_10_18_years_5,PvrR,0.18758820508189766
factor(age_1_5_years_6)2,1.968963404149268,8.800729313255424,0.22372729964364066,0.8230663033182954,age_1_5_years_6,PvrR,0.8230663033182954
factor(age_5_10_years_6)2,-3.9993790317275795,9.160337414324221,-0.4365973490751184,0.6626030331668815,age_5_10_years_6,PvrR,0.6626030331668815
factor(age_10_18_years_6)2,-7.618843639297986,9.637059317391296,-0.7905776428654762,0.4295875314639468,age_10_18_years_6,PvrR,0.4295875314639468
factor(age_1_5_years_7)2,5.852755826160536,9.179452010527028,0.6375931612746136,0.5240477132615833,age_1_5_years_7,PvrR,0.5240477132615833
factor(age_5_10_years_7)2,-4.037780858057298,10.228332626474868,-0.3947643282157215,0.6931951441227033,age_5_10_years_7,PvrR,0.6931951441227033
factor(age_10_18_years_7)2,-17.29947016036303,11.519322650804966,-1.5017784191637473,0.13382302150559394,age_10_18_years_7,PvrR,0.13382302150559394
factor(age_1_5_years_8)2,10.605269403991098,9.348344874724695,1.1344542318571038,0.2571810913629828,age_1_5_years_8,PvrR,0.2571810913629828
factor(age_5_10_years_8)2,6.6893667635465475,8.499553470958938,0.7870256698075503,0.43166267064398167,age_5_10_years_8,PvrR,0.43166267064398167
factor(age_10_18_years_8)2,9.174578355876003,8.450703636432534,1.0856585144369177,0.27818780609022425,age_10_18_years_8,PvrR,0.27818780609022425
factor(age_1_5_yers_9)2,-4.008373809955308,8.851049804552895,-0.45286987402256385,0.6508505391120409,age_1_5_yers_9,PvrR,0.6508505391120409
factor(age_5_10_years_9)2,1.583585360866433,8.580757416427065,0.18455076679301124,0.8536606705827124,age_5_10_years_9,PvrR,0.8536606705827124
factor(age_10_18_years_9)2,1.2403477725747802,8.892655351553996,0.13948002295602616,0.8891303354642871,age_10_18_years_9,PvrR,0.8891303354642871
factor(age_1_5_years_10)2,6.320720784508992,11.426333296538454,0.5531713998246331,0.5804079540427187,age_1_5_years_10,PvrR,0.5804079540427187
factor(age_5_10_years_10)2,3.89184305390937,9.000044386687552,0.4324248733335142,0.6656301387894614,age_5_10_years_10,PvrR,0.6656301387894614
factor(age_10_18_years_10)2,1.7411234722414248,9.233867444416527,0.18855842177962343,0.8505199662458005,age_10_18_years_10,PvrR,0.8505199662458005
factor(age_1_5_years_11)2,1.5418603659511823,9.91521173365454,0.1555045325676454,0.876490201866293,age_1_5_years_11,PvrR,0.876490201866293
factor(age_5_10_years_11)2,6.66421638769216,8.735167909091476,0.7629179492653037,0.44589344815345966,age_5_10_years_11,PvrR,0.44589344815345966
factor(age_10_18_years_11)2,-4.368668979907271,9.324718496041333,-0.46850411428097516,0.6396404163818201,age_10_18_years_11,PvrR,0.6396404163818201
factor(age_1_5_years_12)2,3.248445154049426,8.059857438812106,0.4030400262921021,0.6871012746365743,age_1_5_years_12,PvrR,0.6871012746365743
factor(age_5_10_years_12)2,9.524328521001888,8.798104011743368,1.0825432966340456,0.27956391035412026,age_5_10_years_12,PvrR,0.27956391035412026
factor(age_10_18_years_12)2,-14.374776724630097,9.552087238565612,-1.504883316663331,0.13302293330804446,age_10_18_years_12,PvrR,0.13302293330804446
factor(breast_fed)2,-0.5311633026425425,0.5238460074124254,-1.0139684088960828,0.31111841100348253,breast_fed,mtrC,0.31111841100348253
factor(baby_food)2,-0.02284455400244246,0.6129499743710556,-0.03726985065279287,0.970285702532476,baby_food,mtrC,0.970285702532476
factor(family_food)2,-0.3777122846513642,0.9987015186303664,-0.37820337468732823,0.7054502754880612,family_food,mtrC,0.7054502754880612
factor(age_4_12_months_3)2,0.5722576657197207,0.4904783187589789,1.166733867396345,0.2439069931329871,age_4_12_months_3,mtrC,0.2439069931329871
factor(age_1_5_years_3)2,0.49556012206894207,0.48341400757315134,1.0251256982741708,0.30582896180725605,age_1_5_years_3,mtrC,0.30582896180725605
factor(age5_10_years_3)2,0.47333239750088135,0.47516727626316935,0.9961384572255945,0.3196932731507885,age5_10_years_3,mtrC,0.3196932731507885
factor(age_10_18_years_3)2,0.34184706354798133,0.46907245046447194,0.7287724171596243,0.4665023191984977,age_10_18_years_3,mtrC,0.4665023191984977
factor(age_1_5_years_5)2,0.03824745179635332,0.5133084224610334,0.0745116388563774,0.9406349153244816,age_1_5_years_5,mtrC,0.9406349153244816
factor(age_5_10_years_5)2,-0.02770157457212868,0.4494694053891886,-0.06163172451780631,0.9508822009066757,age_5_10_years_5,mtrC,0.9508822009066757
factor(age_10_18_years_5)2,-0.13291174324283395,0.4410036711720705,-0.3013846639634311,0.7632541992652256,age_10_18_years_5,mtrC,0.7632541992652256
factor(age_1_5_years_6)2,0.8244429485750568,0.4703214106407567,1.7529351841581098,0.08026232357656031,age_1_5_years_6,mtrC,0.08026232357656031
factor(age_5_10_years_6)2,0.23982098798760146,0.49107925861761625,0.4883549524422909,0.625525241150715,age_5_10_years_6,mtrC,0.625525241150715
factor(age_10_18_years_6)2,0.5133190753595083,0.5164639614166219,0.9939107347422899,0.3207755776166822,age_10_18_years_6,mtrC,0.3207755776166822
factor(age_1_5_years_7)2,0.7387016426851856,0.49116531910699956,1.5039776098773388,0.13325593643641523,age_1_5_years_7,mtrC,0.13325593643641523
factor(age_5_10_years_7)2,0.17457688836331728,0.5483931771812282,0.31834256082588835,0.7503659102625889,age_5_10_years_7,mtrC,0.7503659102625889
factor(age_10_18_years_7)2,0.7815725121273647,0.6180016242616604,1.2646771164414428,0.20661117556608152,age_10_18_years_7,mtrC,0.20661117556608152
factor(age_1_5_years_8)2,0.5778015856492148,0.501136333832727,1.1529828245143319,0.249502230362226,age_1_5_years_8,mtrC,0.249502230362226
factor(age_5_10_years_8)2,0.5917070808123557,0.4551392834346122,1.300057152498821,0.1942172165180991,age_5_10_years_8,mtrC,0.1942172165180991
factor(age_10_18_years_8)2,0.5907588064872268,0.4528136871295177,1.304639906607445,0.19265530275581866,age_10_18_years_8,mtrC,0.19265530275581866
factor(age_1_5_yers_9)2,-0.02465708036584325,0.4746243454913903,-0.051950728191819076,0.9585899320953083,age_1_5_yers_9,mtrC,0.9585899320953083
factor(age_5_10_years_9)2,-0.04385617256147256,0.46004386884832044,-0.09533041418693972,0.9240928440639955,age_5_10_years_9,mtrC,0.9240928440639955
factor(age_10_18_years_9)2,-0.49240765013443966,0.4762239628953902,-1.033983353421895,0.3016734208095619,age_10_18_years_9,mtrC,0.3016734208095619
factor(age_1_5_years_10)2,0.4266872302049753,0.6124724873899844,0.6966635056919502,0.4863563463133882,age_1_5_years_10,mtrC,0.4863563463133882
factor(age_5_10_years_10)2,0.3965786785921118,0.4822607460466913,0.8223324868197257,0.4113029132979643,age_5_10_years_10,mtrC,0.4113029132979643
factor(age_10_18_years_10)2,0.4575035496769149,0.49461681436549054,0.92496562265845,0.35545643857906584,age_10_18_years_10,mtrC,0.35545643857906584
factor(age_1_5_years_11)2,0.36780913277331156,0.5315697998579517,0.6919300774265187,0.4893221863680832,age_1_5_years_11,mtrC,0.4893221863680832
factor(age_5_10_years_11)2,0.7338092866053729,0.46737974237854524,1.5700494053741811,0.11707371541266791,age_5_10_years_11,mtrC,0.11707371541266791
factor(age_10_18_years_11)2,-0.25495913107955254,0.4998954484803087,-0.5100249099179297,0.6102724145649756,age_10_18_years_11,mtrC,0.6102724145649756
